Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
Arts,Graduate,3.433,16.2,Debugging/Troubleshooting,Beginner,2,False,3.42,5,Allowed_With_Citation,5,3.508,76.3,High
Business,Graduate,3.285,1.79,Ideation,Beginner,3,False,21.27,4,Allowed_With_Citation,4,3.553,71.75,Medium
Medical,Graduate,3.694,6.41,Summarizing_Reading,Intermediate,1,False,14.57,5,Allowed_With_Citation,4,4.0,100.0,High
Arts,Sophomore,3.476,16.13,Copywriting/Drafting,Beginner,3,True,10.42,6,Actively_Encouraged,4,3.397,65.42,Medium
STEM,Senior,3.436,0.33,Ideation,Beginner,1,False,9.96,2,Allowed_With_Citation,7,3.727,80.93,Medium
Business,Sophomore,2.849,14.08,Ideation,Beginner,1,False,17.56,5,Actively_Encouraged,4,3.054,69.29,High
Business,Senior,3.584,6.34,Copywriting/Drafting,Beginner,1,True,17.07,4,Allowed_With_Citation,3,3.773,68.13,Low
STEM,Graduate,3.104,40.0,Summarizing_Reading,Beginner,2,True,13.91,9,Allowed_With_Citation,7,3.465,74.56,High
STEM,Freshman,3.486,14.1,Copywriting/Drafting,Advanced,3,False,9.65,7,Actively_Encouraged,6,3.757,89.2,High
Medical,Freshman,3.472,27.78,Debugging/Troubleshooting,Intermediate,4,True,10.73,7,Actively_Encouraged,8,3.785,82.11,High
Medical,Freshman,3.157,11.5,Summarizing_Reading,Intermediate,2,True,12.31,3,Strict_Ban,6,3.34,58.53,Medium
Arts,Senior,3.324,0.96,Ideation,Advanced,3,True,6.29,4,Strict_Ban,7,3.427,75.58,Medium
Medical,Senior,3.189,1.28,Ideation,Intermediate,2,True,17.3,2,Allowed_With_Citation,1,3.513,48.08,High
Arts,Junior,3.302,21.36,Copywriting/Drafting,Beginner,3,True,15.43,6,Allowed_With_Citation,8,3.597,66.61,Medium
STEM,Senior,3.258,1.83,Debugging/Troubleshooting,Advanced,5,True,21.2,2,Allowed_With_Citation,4,3.835,100.0,Medium
STEM,Senior,3.294,10.39,Debugging/Troubleshooting,Advanced,3,True,8.51,3,Allowed_With_Citation,2,3.97,100.0,High
STEM,Graduate,3.283,6.72,Debugging/Troubleshooting,Advanced,3,True,12.11,1,Allowed_With_Citation,4,3.908,100.0,Medium
STEM,Freshman,3.725,3.53,Summarizing_Reading,Advanced,5,False,9.43,4,Actively_Encouraged,5,3.847,89.16,Medium
STEM,Junior,3.426,24.55,Ideation,Advanced,4,False,7.78,5,Allowed_With_Citation,5,3.626,96.76,High
Business,Graduate,2.852,2.68,Ideation,Intermediate,3,False,16.88,4,Allowed_With_Citation,6,3.103,95.34,Medium
Arts,Junior,2.554,7.03,Summarizing_Reading,Intermediate,3,True,11.62,2,Actively_Encouraged,3,3.139,84.97,Low
Arts,Junior,3.295,2.81,Debugging/Troubleshooting,Beginner,2,False,10.16,5,Actively_Encouraged,6,3.462,53.34,Low
Business,Graduate,3.59,1.87,Ideation,Beginner,1,False,1.0,2,Allowed_With_Citation,3,3.432,59.52,Medium
Medical,Senior,3.619,3.23,Summarizing_Reading,Intermediate,1,False,6.52,2,Allowed_With_Citation,1,3.646,84.41,Medium
Business,Junior,2.699,12.94,Summarizing_Reading,Beginner,3,True,7.54,4,Allowed_With_Citation,9,3.044,59.31,High
Medical,Sophomore,3.523,1.2,Direct_Answer_Generation,Intermediate,1,False,8.03,1,Allowed_With_Citation,6,3.598,83.88,Low
Humanities,Graduate,2.69,0.6,Debugging/Troubleshooting,Beginner,1,False,8.96,2,Allowed_With_Citation,5,3.093,71.18,Low
STEM,Freshman,3.828,40.0,Debugging/Troubleshooting,Intermediate,5,True,8.67,8,Actively_Encouraged,5,3.657,56.63,High
Medical,Sophomore,3.046,13.75,Direct_Answer_Generation,Beginner,1,False,3.92,4,Allowed_With_Citation,2,3.191,82.86,High
Humanities,Graduate,2.95,1.05,Debugging/Troubleshooting,Intermediate,3,False,8.76,2,Allowed_With_Citation,2,3.359,82.91,Medium
Business,Junior,3.077,2.64,Ideation,Beginner,3,False,9.73,2,Actively_Encouraged,7,3.281,85.03,Low
Humanities,Junior,2.074,1.3,Direct_Answer_Generation,Advanced,4,True,13.02,3,Actively_Encouraged,2,2.51,69.34,Low
Business,Junior,2.777,11.81,Copywriting/Drafting,Beginner,1,True,8.08,5,Allowed_With_Citation,4,3.069,81.57,Medium
Medical,Sophomore,3.584,13.05,Summarizing_Reading,Advanced,5,True,10.45,5,Strict_Ban,5,3.709,85.64,Low
STEM,Senior,3.263,12.33,Copywriting/Drafting,Intermediate,4,False,6.5,2,Actively_Encouraged,5,3.515,72.15,High
Medical,Senior,3.51,7.63,Summarizing_Reading,Intermediate,3,True,17.86,3,Strict_Ban,6,3.964,80.02,Medium
STEM,Sophomore,3.865,20.55,Copywriting/Drafting,Beginner,3,False,9.05,6,Strict_Ban,8,3.735,67.93,Medium
Humanities,Junior,3.2,1.66,Copywriting/Drafting,Intermediate,3,True,14.17,4,Strict_Ban,2,3.411,57.85,Medium
STEM,Freshman,3.914,8.39,Summarizing_Reading,Intermediate,2,False,14.31,2,Actively_Encouraged,6,4.0,63.38,Low
Arts,Junior,3.257,3.07,Copywriting/Drafting,Intermediate,4,False,7.95,1,Allowed_With_Citation,3,3.588,63.75,Medium
STEM,Senior,3.57,24.66,Copywriting/Drafting,Beginner,1,True,4.78,5,Allowed_With_Citation,7,3.807,61.01,Medium
Business,Junior,3.293,3.81,Ideation,Beginner,3,True,12.81,4,Allowed_With_Citation,6,3.618,97.98,Medium
STEM,Graduate,3.532,5.93,Debugging/Troubleshooting,Advanced,4,False,12.59,3,Actively_Encouraged,2,4.0,88.65,Low
STEM,Sophomore,2.753,5.04,Ideation,Intermediate,3,False,7.15,5,Actively_Encouraged,6,2.818,72.05,High
Arts,Junior,3.504,8.68,Copywriting/Drafting,Beginner,1,False,5.67,2,Strict_Ban,1,3.973,72.23,High
STEM,Freshman,3.518,10.7,Debugging/Troubleshooting,Advanced,5,False,13.05,5,Allowed_With_Citation,7,3.841,76.76,Medium
STEM,Senior,2.993,23.84,Debugging/Troubleshooting,Intermediate,3,True,3.52,6,Actively_Encouraged,3,3.015,95.86,High
STEM,Junior,3.185,7.53,Debugging/Troubleshooting,Intermediate,1,False,20.99,4,Actively_Encouraged,9,3.599,86.4,Low
Business,Junior,3.626,22.54,Ideation,Beginner,2,False,12.94,5,Strict_Ban,8,3.978,42.43,High
Business,Freshman,3.221,0.16,Ideation,Beginner,2,True,5.54,4,Actively_Encouraged,6,3.335,54.24,Low
STEM,Graduate,3.569,17.78,Debugging/Troubleshooting,Beginner,2,True,7.68,6,Actively_Encouraged,4,3.719,69.96,High
STEM,Senior,3.527,0.87,Debugging/Troubleshooting,Beginner,2,True,11.41,1,Allowed_With_Citation,2,3.599,74.3,Medium
Humanities,Sophomore,2.776,5.57,Summarizing_Reading,Advanced,3,True,8.6,2,Actively_Encouraged,4,3.089,77.45,Medium
Humanities,Junior,3.895,3.85,Debugging/Troubleshooting,Advanced,4,False,10.3,4,Strict_Ban,8,4.0,100.0,Medium
Medical,Junior,3.275,2.47,Direct_Answer_Generation,Intermediate,3,False,7.39,4,Actively_Encouraged,3,3.316,66.38,High
Arts,Graduate,2.119,12.81,Debugging/Troubleshooting,Intermediate,3,False,16.67,4,Strict_Ban,9,2.495,67.92,Medium
Business,Senior,2.72,0.56,Summarizing_Reading,Advanced,5,False,6.98,3,Strict_Ban,3,2.745,74.03,Medium
Humanities,Sophomore,2.993,1.56,Copywriting/Drafting,Intermediate,3,True,13.81,5,Allowed_With_Citation,5,2.944,75.79,Medium
Business,Graduate,3.04,10.45,Ideation,Beginner,1,True,10.61,3,Strict_Ban,5,3.148,58.37,Medium
Arts,Sophomore,3.62,4.2,Direct_Answer_Generation,Beginner,3,False,8.82,7,Allowed_With_Citation,9,3.699,73.98,High
Business,Junior,3.436,4.45,Debugging/Troubleshooting,Intermediate,4,True,13.42,3,Actively_Encouraged,6,3.867,82.71,Medium
Arts,Senior,3.479,0.42,Summarizing_Reading,Beginner,1,True,12.55,1,Allowed_With_Citation,2,3.373,58.41,Medium
Business,Sophomore,3.579,2.16,Summarizing_Reading,Beginner,3,False,17.39,1,Allowed_With_Citation,3,3.936,60.18,Low
Business,Graduate,3.51,7.0,Summarizing_Reading,Beginner,2,False,13.9,5,Strict_Ban,3,3.752,49.96,Low
Humanities,Freshman,3.641,1.59,Debugging/Troubleshooting,Beginner,1,True,4.55,3,Allowed_With_Citation,4,3.627,75.49,Low
Business,Junior,3.53,13.58,Copywriting/Drafting,Beginner,1,False,7.15,5,Strict_Ban,8,3.824,63.34,Medium
STEM,Freshman,3.381,5.62,Debugging/Troubleshooting,Advanced,5,False,17.54,2,Strict_Ban,2,3.753,99.4,Low
Arts,Graduate,2.67,28.92,Debugging/Troubleshooting,Beginner,1,False,15.12,5,Actively_Encouraged,9,3.127,57.19,High
Arts,Sophomore,3.498,18.94,Summarizing_Reading,Advanced,3,False,12.37,5,Allowed_With_Citation,1,3.75,77.55,Medium
Arts,Freshman,3.023,0.39,Debugging/Troubleshooting,Intermediate,2,False,15.81,1,Allowed_With_Citation,9,3.205,84.76,Low
Humanities,Freshman,2.761,4.09,Copywriting/Drafting,Advanced,5,False,6.0,1,Allowed_With_Citation,2,2.899,75.33,Low
STEM,Sophomore,3.864,40.0,Debugging/Troubleshooting,Beginner,2,True,11.12,8,Allowed_With_Citation,5,4.0,61.14,High
STEM,Junior,3.211,8.13,Debugging/Troubleshooting,Intermediate,4,False,14.32,5,Allowed_With_Citation,3,3.696,67.13,Medium
Business,Freshman,3.48,2.91,Debugging/Troubleshooting,Beginner,2,True,9.25,3,Allowed_With_Citation,2,3.401,59.67,Low
Medical,Freshman,2.842,6.19,Ideation,Intermediate,2,False,18.38,2,Actively_Encouraged,1,3.445,76.37,Medium
Business,Freshman,3.722,6.13,Debugging/Troubleshooting,Intermediate,4,False,10.42,3,Strict_Ban,2,3.785,90.7,Medium
STEM,Senior,2.649,0.08,Debugging/Troubleshooting,Beginner,1,True,7.27,3,Strict_Ban,7,2.908,72.96,Medium
Medical,Sophomore,3.149,20.39,Summarizing_Reading,Intermediate,3,False,1.0,4,Allowed_With_Citation,1,3.25,67.2,High
Medical,Junior,3.088,8.91,Summarizing_Reading,Beginner,3,False,8.1,1,Allowed_With_Citation,5,3.591,70.06,Medium
Humanities,Freshman,2.653,34.0,Copywriting/Drafting,Beginner,3,False,15.45,7,Allowed_With_Citation,4,2.823,78.55,High
Business,Graduate,3.153,2.99,Direct_Answer_Generation,Beginner,3,False,12.38,1,Actively_Encouraged,1,3.538,91.4,High
Arts,Sophomore,2.678,6.95,Copywriting/Drafting,Beginner,2,False,10.96,5,Allowed_With_Citation,5,2.716,52.1,Medium
Business,Senior,2.888,2.43,Debugging/Troubleshooting,Beginner,2,True,17.3,3,Strict_Ban,2,2.86,76.27,Medium
Medical,Senior,3.098,8.32,Copywriting/Drafting,Beginner,1,True,9.72,2,Allowed_With_Citation,4,3.329,67.4,Medium
STEM,Graduate,3.458,5.71,Debugging/Troubleshooting,Beginner,1,True,1.0,2,Strict_Ban,2,3.531,74.03,Medium
Business,Senior,3.066,20.62,Ideation,Advanced,5,True,5.45,4,Allowed_With_Citation,6,3.329,61.02,Medium
Business,Junior,3.26,0.11,Copywriting/Drafting,Intermediate,3,False,14.46,3,Strict_Ban,3,3.503,59.67,Low
Medical,Freshman,2.832,4.13,Summarizing_Reading,Beginner,3,False,11.38,1,Actively_Encouraged,4,2.775,74.66,Low
Medical,Freshman,2.989,2.67,Debugging/Troubleshooting,Beginner,1,False,1.0,4,Actively_Encouraged,4,3.096,74.42,Medium
Medical,Graduate,3.442,0.72,Debugging/Troubleshooting,Advanced,5,False,8.02,3,Allowed_With_Citation,3,3.857,75.84,High
Business,Junior,2.735,29.8,Ideation,Beginner,1,True,5.44,6,Actively_Encouraged,6,2.917,64.6,High
Arts,Senior,3.042,0.0,Summarizing_Reading,Intermediate,2,False,12.89,1,Allowed_With_Citation,2,3.427,59.06,Medium
Humanities,Junior,3.694,7.99,Copywriting/Drafting,Beginner,2,False,14.02,4,Actively_Encouraged,1,3.806,59.72,Low
Humanities,Graduate,2.005,1.82,Debugging/Troubleshooting,Intermediate,2,True,11.54,5,Actively_Encouraged,5,2.182,72.54,High
STEM,Senior,2.925,3.93,Copywriting/Drafting,Intermediate,2,True,5.38,3,Strict_Ban,3,3.3,57.42,Low
Arts,Freshman,3.659,4.8,Copywriting/Drafting,Beginner,2,True,5.61,4,Actively_Encouraged,6,3.568,66.27,High
Medical,Senior,3.179,0.88,Direct_Answer_Generation,Intermediate,5,False,21.54,3,Actively_Encouraged,4,3.701,90.43,Low
STEM,Sophomore,3.173,3.34,Ideation,Advanced,4,False,18.06,1,Allowed_With_Citation,4,3.246,70.98,Medium
STEM,Senior,3.623,23.05,Copywriting/Drafting,Advanced,4,False,1.7,6,Actively_Encouraged,10,3.679,77.9,High
Arts,Graduate,2.636,0.6,Summarizing_Reading,Advanced,4,False,11.85,1,Actively_Encouraged,4,2.896,85.73,Medium
Business,Graduate,3.687,16.24,Copywriting/Drafting,Advanced,3,False,12.08,5,Actively_Encouraged,7,3.928,80.58,High
Medical,Freshman,3.108,1.06,Debugging/Troubleshooting,Beginner,2,False,3.76,3,Actively_Encouraged,3,3.105,61.7,Low
STEM,Freshman,3.172,10.52,Debugging/Troubleshooting,Beginner,3,True,11.99,3,Strict_Ban,4,3.161,51.06,Low
STEM,Senior,2.756,10.13,Summarizing_Reading,Intermediate,2,False,7.13,4,Actively_Encouraged,4,2.809,80.1,High
Humanities,Senior,3.947,6.05,Ideation,Intermediate,3,False,11.9,3,Actively_Encouraged,6,4.0,77.96,Medium
STEM,Freshman,3.823,2.39,Debugging/Troubleshooting,Beginner,1,True,17.82,3,Strict_Ban,2,3.884,84.98,Low
STEM,Senior,3.693,9.26,Debugging/Troubleshooting,Advanced,5,False,2.64,3,Allowed_With_Citation,3,3.458,87.86,Medium
STEM,Freshman,2.706,7.45,Ideation,Beginner,1,False,2.52,3,Allowed_With_Citation,1,2.39,61.19,Medium
STEM,Junior,3.662,4.77,Summarizing_Reading,Intermediate,3,False,12.34,2,Allowed_With_Citation,5,4.0,100.0,Medium
STEM,Senior,3.113,7.66,Debugging/Troubleshooting,Beginner,3,False,11.08,2,Allowed_With_Citation,6,3.296,69.17,Medium
Medical,Senior,3.005,25.53,Direct_Answer_Generation,Intermediate,1,False,10.26,8,Strict_Ban,9,2.612,45.97,High
STEM,Freshman,2.855,11.53,Summarizing_Reading,Intermediate,2,False,10.43,1,Actively_Encouraged,1,3.303,82.19,Medium
Humanities,Graduate,2.789,9.77,Copywriting/Drafting,Intermediate,2,False,20.63,6,Allowed_With_Citation,7,3.254,98.36,High
Medical,Sophomore,3.721,5.26,Summarizing_Reading,Advanced,3,False,9.44,2,Allowed_With_Citation,3,4.0,83.98,Medium
Business,Sophomore,3.555,1.92,Ideation,Advanced,4,False,13.44,5,Strict_Ban,5,3.648,71.77,Low
Business,Freshman,3.083,7.1,Ideation,Intermediate,4,True,7.88,3,Allowed_With_Citation,4,3.328,82.76,Medium
Business,Freshman,2.416,0.33,Copywriting/Drafting,Beginner,2,True,18.83,2,Actively_Encouraged,2,2.723,67.11,Medium
Arts,Sophomore,3.024,13.37,Copywriting/Drafting,Intermediate,1,False,14.39,3,Actively_Encouraged,4,3.3,81.75,Low
Medical,Senior,2.455,1.78,Summarizing_Reading,Intermediate,5,False,10.33,3,Allowed_With_Citation,3,2.949,78.36,Medium
Business,Senior,3.434,9.19,Ideation,Advanced,3,True,1.0,2,Allowed_With_Citation,3,3.565,72.72,Medium
Medical,Junior,3.767,4.06,Debugging/Troubleshooting,Intermediate,5,False,4.55,4,Actively_Encouraged,3,3.962,64.03,Low
Business,Graduate,3.842,1.2,Copywriting/Drafting,Intermediate,3,True,11.64,3,Strict_Ban,1,4.0,100.0,Medium
STEM,Graduate,3.554,11.75,Direct_Answer_Generation,Intermediate,2,True,14.46,2,Allowed_With_Citation,7,3.659,79.15,Medium
Medical,Sophomore,2.953,3.79,Summarizing_Reading,Beginner,1,False,8.61,2,Allowed_With_Citation,4,3.154,64.34,Low
Business,Sophomore,3.4,0.02,Ideation,Intermediate,1,False,17.9,2,Allowed_With_Citation,2,3.624,79.92,Medium
Medical,Senior,3.02,10.1,Direct_Answer_Generation,Advanced,5,True,17.25,4,Allowed_With_Citation,1,3.409,50.13,Low
STEM,Senior,3.15,0.58,Copywriting/Drafting,Advanced,4,True,20.79,1,Actively_Encouraged,2,3.527,88.13,Low
Humanities,Freshman,3.208,9.73,Direct_Answer_Generation,Intermediate,3,False,17.34,5,Allowed_With_Citation,3,3.344,62.57,Medium
Medical,Senior,3.732,6.14,Summarizing_Reading,Beginner,1,True,8.19,4,Allowed_With_Citation,5,3.88,68.56,Low
STEM,Senior,2.899,4.66,Debugging/Troubleshooting,Advanced,3,False,12.98,4,Allowed_With_Citation,4,3.125,83.24,Low
Medical,Graduate,3.321,10.02,Debugging/Troubleshooting,Intermediate,2,False,1.84,5,Allowed_With_Citation,3,3.365,88.71,High
Medical,Junior,2.816,6.35,Summarizing_Reading,Intermediate,4,False,7.16,3,Strict_Ban,7,2.833,61.05,Low
Medical,Senior,1.938,17.67,Summarizing_Reading,Advanced,4,False,13.23,8,Allowed_With_Citation,6,2.034,100.0,High
Business,Senior,3.739,1.77,Ideation,Advanced,4,False,8.0,2,Allowed_With_Citation,4,3.86,90.59,Medium
Business,Freshman,3.541,40.0,Ideation,Intermediate,3,True,12.52,8,Actively_Encouraged,5,3.696,56.19,High
Arts,Senior,3.08,16.48,Copywriting/Drafting,Intermediate,4,True,5.47,4,Actively_Encouraged,3,3.133,100.0,Low
Arts,Junior,3.034,1.28,Summarizing_Reading,Intermediate,3,True,4.89,2,Actively_Encouraged,8,3.232,53.2,Low
Business,Freshman,3.209,5.88,Summarizing_Reading,Beginner,2,False,3.33,4,Strict_Ban,5,3.06,78.6,Low
Medical,Senior,2.905,14.58,Summarizing_Reading,Advanced,3,True,2.33,6,Allowed_With_Citation,3,3.001,78.05,High
Business,Sophomore,3.082,0.38,Ideation,Advanced,3,False,21.82,3,Allowed_With_Citation,3,3.212,60.59,Low
Medical,Junior,3.534,6.56,Summarizing_Reading,Beginner,1,False,15.55,3,Allowed_With_Citation,2,3.762,90.74,Medium
STEM,Sophomore,2.569,3.21,Debugging/Troubleshooting,Intermediate,3,False,16.74,3,Actively_Encouraged,10,2.502,59.1,Medium
STEM,Freshman,3.634,2.94,Debugging/Troubleshooting,Advanced,3,True,20.14,3,Allowed_With_Citation,4,4.0,100.0,Low
Humanities,Sophomore,3.319,0.87,Direct_Answer_Generation,Intermediate,2,False,1.0,1,Allowed_With_Citation,5,3.616,66.49,Low
Humanities,Junior,3.725,8.78,Summarizing_Reading,Advanced,5,True,16.85,3,Actively_Encouraged,2,4.0,79.23,Medium
Arts,Junior,3.793,6.73,Copywriting/Drafting,Beginner,1,False,16.85,2,Allowed_With_Citation,5,3.865,71.66,Medium
STEM,Freshman,3.611,16.74,Debugging/Troubleshooting,Intermediate,2,True,17.88,4,Allowed_With_Citation,3,3.694,86.94,Medium
Medical,Sophomore,3.556,15.5,Ideation,Advanced,3,False,4.3,5,Allowed_With_Citation,4,3.727,95.91,Low
Humanities,Graduate,3.655,8.69,Debugging/Troubleshooting,Beginner,2,False,3.32,2,Strict_Ban,4,3.912,81.25,Medium
Humanities,Graduate,2.993,34.0,Ideation,Beginner,3,False,8.79,7,Allowed_With_Citation,4,3.357,60.58,High
STEM,Junior,3.713,1.99,Debugging/Troubleshooting,Advanced,5,True,8.44,5,Strict_Ban,5,4.0,79.39,Medium
Business,Junior,2.783,21.34,Copywriting/Drafting,Advanced,4,True,4.19,5,Strict_Ban,9,2.75,89.05,High
STEM,Junior,2.624,2.94,Debugging/Troubleshooting,Advanced,5,True,20.01,2,Actively_Encouraged,3,3.422,95.89,Medium
STEM,Freshman,3.369,12.34,Debugging/Troubleshooting,Intermediate,4,False,23.96,4,Allowed_With_Citation,5,3.851,47.71,Medium
Business,Graduate,2.845,10.17,Ideation,Advanced,5,False,12.58,2,Actively_Encouraged,6,3.324,94.59,Medium
STEM,Senior,3.308,3.43,Direct_Answer_Generation,Advanced,3,False,8.35,1,Actively_Encouraged,1,3.446,100.0,Medium
STEM,Sophomore,3.68,5.48,Debugging/Troubleshooting,Advanced,3,True,17.47,3,Actively_Encouraged,1,4.0,78.16,Low
Arts,Sophomore,1.836,0.71,Debugging/Troubleshooting,Beginner,2,False,14.01,2,Strict_Ban,3,2.085,54.09,Low
STEM,Senior,2.884,3.36,Debugging/Troubleshooting,Advanced,3,True,9.66,2,Allowed_With_Citation,9,3.169,98.54,Low
Humanities,Sophomore,3.898,7.56,Copywriting/Drafting,Intermediate,1,True,13.61,4,Actively_Encouraged,5,4.0,89.94,Medium
STEM,Sophomore,2.26,4.75,Direct_Answer_Generation,Beginner,1,True,13.45,2,Actively_Encouraged,4,2.396,61.88,Medium
Humanities,Senior,2.84,1.67,Copywriting/Drafting,Intermediate,3,False,19.08,2,Actively_Encouraged,6,3.053,90.28,Low
Business,Sophomore,3.332,3.32,Ideation,Intermediate,2,False,18.59,3,Allowed_With_Citation,4,3.511,93.31,Low
STEM,Senior,3.379,9.78,Debugging/Troubleshooting,Intermediate,1,True,22.08,3,Allowed_With_Citation,5,3.874,92.87,Low
Medical,Graduate,2.563,7.33,Direct_Answer_Generation,Advanced,4,False,4.8,4,Actively_Encouraged,3,2.905,82.37,Medium
Medical,Freshman,3.568,4.28,Summarizing_Reading,Advanced,3,False,11.34,4,Allowed_With_Citation,2,3.692,61.18,Medium
STEM,Freshman,3.038,12.82,Debugging/Troubleshooting,Intermediate,3,True,16.02,4,Allowed_With_Citation,5,3.374,70.28,Medium
Medical,Graduate,2.801,1.96,Debugging/Troubleshooting,Intermediate,2,False,20.79,4,Strict_Ban,5,3.245,68.04,Medium
STEM,Freshman,3.452,1.27,Debugging/Troubleshooting,Advanced,3,False,10.83,1,Allowed_With_Citation,8,4.0,100.0,Low
STEM,Freshman,2.424,11.15,Debugging/Troubleshooting,Beginner,3,False,5.05,3,Actively_Encouraged,5,2.318,71.19,Medium
STEM,Graduate,3.229,0.17,Direct_Answer_Generation,Advanced,3,False,10.7,3,Allowed_With_Citation,5,3.628,87.18,Medium
Humanities,Sophomore,3.226,4.93,Copywriting/Drafting,Intermediate,1,False,8.69,3,Actively_Encouraged,3,3.424,73.19,Low
Business,Sophomore,3.101,5.33,Ideation,Advanced,4,False,10.65,2,Strict_Ban,6,3.459,77.6,Medium
Humanities,Sophomore,3.154,21.13,Summarizing_Reading,Intermediate,1,True,4.88,3,Strict_Ban,5,2.866,86.68,High
Arts,Graduate,3.54,11.54,Summarizing_Reading,Beginner,2,True,3.67,5,Actively_Encouraged,3,3.682,54.69,High
Business,Senior,3.632,0.81,Summarizing_Reading,Beginner,2,True,6.01,1,Strict_Ban,1,3.579,82.72,Low
Humanities,Junior,3.138,3.35,Copywriting/Drafting,Beginner,1,False,18.17,1,Actively_Encouraged,5,3.653,48.06,Low
Business,Junior,3.682,7.96,Ideation,Beginner,1,True,7.07,2,Strict_Ban,1,3.784,58.41,Low
Medical,Freshman,3.834,3.86,Debugging/Troubleshooting,Intermediate,4,False,16.06,3,Actively_Encouraged,6,3.823,84.86,Medium
STEM,Graduate,3.164,17.92,Debugging/Troubleshooting,Advanced,3,False,9.35,2,Actively_Encouraged,4,3.731,85.63,Medium
Humanities,Senior,3.579,0.64,Copywriting/Drafting,Intermediate,1,False,11.64,2,Strict_Ban,9,3.744,86.77,High
Humanities,Sophomore,2.84,2.25,Copywriting/Drafting,Beginner,2,False,8.62,1,Allowed_With_Citation,2,2.896,74.53,Medium
Humanities,Graduate,3.106,9.0,Ideation,Advanced,4,False,21.73,4,Strict_Ban,5,3.493,100.0,Medium
Business,Graduate,2.405,2.99,Summarizing_Reading,Beginner,2,True,6.19,1,Allowed_With_Citation,1,2.724,57.5,Medium
Humanities,Senior,3.408,11.25,Ideation,Beginner,3,False,15.6,3,Actively_Encouraged,4,3.598,87.25,Medium
Business,Graduate,2.837,2.31,Ideation,Beginner,3,False,14.15,1,Actively_Encouraged,1,3.198,74.19,Medium
Business,Freshman,3.06,3.36,Summarizing_Reading,Intermediate,2,True,12.1,2,Actively_Encouraged,3,2.877,62.03,Medium
Business,Senior,3.833,14.58,Copywriting/Drafting,Beginner,1,True,7.49,2,Allowed_With_Citation,2,4.0,72.23,Low
STEM,Freshman,2.832,7.77,Debugging/Troubleshooting,Beginner,3,False,9.42,3,Allowed_With_Citation,4,3.116,62.99,High
Humanities,Senior,2.809,2.41,Ideation,Advanced,4,True,18.22,3,Actively_Encouraged,2,3.244,92.73,Medium
Humanities,Graduate,2.981,1.04,Copywriting/Drafting,Intermediate,5,True,8.87,2,Actively_Encouraged,1,3.159,64.28,Medium
Humanities,Junior,3.885,10.52,Copywriting/Drafting,Intermediate,3,False,5.33,6,Allowed_With_Citation,5,4.0,77.92,High
Medical,Senior,3.405,15.51,Copywriting/Drafting,Beginner,3,True,14.79,3,Actively_Encouraged,1,3.834,78.35,Medium
Humanities,Freshman,2.608,9.42,Copywriting/Drafting,Beginner,1,True,16.77,3,Actively_Encouraged,7,2.729,83.05,Low
STEM,Junior,2.182,1.78,Summarizing_Reading,Advanced,5,False,9.07,4,Allowed_With_Citation,7,2.44,98.69,Low
Humanities,Freshman,3.779,12.4,Debugging/Troubleshooting,Intermediate,2,True,16.6,5,Allowed_With_Citation,6,4.0,76.07,Medium
Arts,Freshman,2.791,0.2,Copywriting/Drafting,Beginner,2,True,8.71,1,Allowed_With_Citation,4,2.711,75.42,Low
Arts,Junior,3.241,3.09,Copywriting/Drafting,Intermediate,2,True,8.98,4,Allowed_With_Citation,4,3.188,73.66,Low
Business,Junior,3.259,6.43,Direct_Answer_Generation,Intermediate,2,True,9.95,4,Actively_Encouraged,5,3.477,79.81,Medium
STEM,Sophomore,3.337,2.27,Debugging/Troubleshooting,Intermediate,2,True,16.39,2,Allowed_With_Citation,7,3.629,57.68,Low
Humanities,Junior,3.861,8.09,Direct_Answer_Generation,Intermediate,1,False,17.33,3,Allowed_With_Citation,4,4.0,82.26,High
Business,Senior,2.662,2.35,Summarizing_Reading,Advanced,4,True,15.28,2,Actively_Encouraged,6,2.935,86.01,Medium
Medical,Senior,2.46,10.5,Summarizing_Reading,Intermediate,2,False,3.86,4,Allowed_With_Citation,6,2.567,82.21,Medium
Business,Freshman,3.538,14.07,Ideation,Intermediate,4,True,17.36,4,Strict_Ban,4,3.804,79.23,Low
Business,Senior,3.16,7.03,Debugging/Troubleshooting,Advanced,3,False,13.26,2,Actively_Encouraged,2,3.585,71.03,High
Humanities,Senior,3.563,8.88,Copywriting/Drafting,Beginner,3,False,3.34,2,Actively_Encouraged,3,3.792,67.17,Medium
Humanities,Senior,3.147,2.53,Direct_Answer_Generation,Beginner,2,False,11.87,3,Actively_Encouraged,3,3.22,54.5,Medium
Arts,Senior,3.463,13.2,Copywriting/Drafting,Intermediate,3,False,11.04,3,Strict_Ban,8,3.575,86.27,Medium
Humanities,Junior,3.728,26.14,Summarizing_Reading,Intermediate,1,False,11.01,6,Allowed_With_Citation,4,3.966,84.41,Medium
Medical,Graduate,3.454,8.55,Direct_Answer_Generation,Intermediate,4,False,5.9,4,Actively_Encouraged,3,3.81,82.63,Medium
